mapping_id,ops_id,service_sample_id,textile_sample_node_id,record_kind,operations_status,physical_sample_received,capture_allowed,source_package,notes
sample-id-mapping:ops-tx-020,OPS-TX-020,sample:ops-tx-020,textile-sample:ops-tx-020,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-021,OPS-TX-021,sample:ops-tx-021,textile-sample:ops-tx-021,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-022,OPS-TX-022,sample:ops-tx-022,textile-sample:ops-tx-022,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-023,OPS-TX-023,sample:ops-tx-023,textile-sample:ops-tx-023,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-024,OPS-TX-024,sample:ops-tx-024,textile-sample:ops-tx-024,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-025,OPS-TX-025,sample:ops-tx-025,textile-sample:ops-tx-025,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-026,OPS-TX-026,sample:ops-tx-026,textile-sample:ops-tx-026,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-027,OPS-TX-027,sample:ops-tx-027,textile-sample:ops-tx-027,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-028,OPS-TX-028,sample:ops-tx-028,textile-sample:ops-tx-028,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-029,OPS-TX-029,sample:ops-tx-029,textile-sample:ops-tx-029,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-030,OPS-TX-030,sample:ops-tx-030,textile-sample:ops-tx-030,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-031,OPS-TX-031,sample:ops-tx-031,textile-sample:ops-tx-031,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-032,OPS-TX-032,sample:ops-tx-032,textile-sample:ops-tx-032,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-033,OPS-TX-033,sample:ops-tx-033,textile-sample:ops-tx-033,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-034,OPS-TX-034,sample:ops-tx-034,textile-sample:ops-tx-034,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-035,OPS-TX-035,sample:ops-tx-035,textile-sample:ops-tx-035,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-036,OPS-TX-036,sample:ops-tx-036,textile-sample:ops-tx-036,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-037,OPS-TX-037,sample:ops-tx-037,textile-sample:ops-tx-037,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-038,OPS-TX-038,sample:ops-tx-038,textile-sample:ops-tx-038,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-039,OPS-TX-039,sample:ops-tx-039,textile-sample:ops-tx-039,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-040,OPS-TX-040,sample:ops-tx-040,textile-sample:ops-tx-040,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-041,OPS-TX-041,sample:ops-tx-041,textile-sample:ops-tx-041,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-042,OPS-TX-042,sample:ops-tx-042,textile-sample:ops-tx-042,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-043,OPS-TX-043,sample:ops-tx-043,textile-sample:ops-tx-043,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-044,OPS-TX-044,sample:ops-tx-044,textile-sample:ops-tx-044,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-045,OPS-TX-045,sample:ops-tx-045,textile-sample:ops-tx-045,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-046,OPS-TX-046,sample:ops-tx-046,textile-sample:ops-tx-046,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-047,OPS-TX-047,sample:ops-tx-047,textile-sample:ops-tx-047,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-048,OPS-TX-048,sample:ops-tx-048,textile-sample:ops-tx-048,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-049,OPS-TX-049,sample:ops-tx-049,textile-sample:ops-tx-049,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-050,OPS-TX-050,sample:ops-tx-050,textile-sample:ops-tx-050,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-051,OPS-TX-051,sample:ops-tx-051,textile-sample:ops-tx-051,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-052,OPS-TX-052,sample:ops-tx-052,textile-sample:ops-tx-052,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-053,OPS-TX-053,sample:ops-tx-053,textile-sample:ops-tx-053,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-054,OPS-TX-054,sample:ops-tx-054,textile-sample:ops-tx-054,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-055,OPS-TX-055,sample:ops-tx-055,textile-sample:ops-tx-055,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-056,OPS-TX-056,sample:ops-tx-056,textile-sample:ops-tx-056,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-057,OPS-TX-057,sample:ops-tx-057,textile-sample:ops-tx-057,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-058,OPS-TX-058,sample:ops-tx-058,textile-sample:ops-tx-058,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-059,OPS-TX-059,sample:ops-tx-059,textile-sample:ops-tx-059,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-060,OPS-TX-060,sample:ops-tx-060,textile-sample:ops-tx-060,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-061,OPS-TX-061,sample:ops-tx-061,textile-sample:ops-tx-061,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-062,OPS-TX-062,sample:ops-tx-062,textile-sample:ops-tx-062,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-063,OPS-TX-063,sample:ops-tx-063,textile-sample:ops-tx-063,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-064,OPS-TX-064,sample:ops-tx-064,textile-sample:ops-tx-064,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-065,OPS-TX-065,sample:ops-tx-065,textile-sample:ops-tx-065,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-066,OPS-TX-066,sample:ops-tx-066,textile-sample:ops-tx-066,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-067,OPS-TX-067,sample:ops-tx-067,textile-sample:ops-tx-067,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-068,OPS-TX-068,sample:ops-tx-068,textile-sample:ops-tx-068,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-069,OPS-TX-069,sample:ops-tx-069,textile-sample:ops-tx-069,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:ops-tx-070,OPS-TX-070,sample:ops-tx-070,textile-sample:ops-tx-070,operations_candidate,prepared_not_sent,false,false,phyllos-operacoes-coleta-amostras-v1.1.1,Deterministic bridge only; not a physical sample and not Evidence.
sample-id-mapping:synthetic-001,OPS-SYN-001,sample:synthetic:001,textile-sample:synthetic:001,synthetic_fixture,synthetic_shadow_only,false,true,engineering-guided-capture-shadow-v0.1.1,Synthetic fixture; cannot enter gold set or empirical metrics.
sample-id-mapping:synthetic-002,OPS-SYN-002,sample:synthetic:002,textile-sample:synthetic:002,synthetic_fixture,synthetic_shadow_only,false,true,engineering-guided-capture-shadow-v0.1.1,Synthetic fixture; cannot enter gold set or empirical metrics.
sample-id-mapping:synthetic-003,OPS-SYN-003,sample:synthetic:003,textile-sample:synthetic:003,synthetic_fixture,synthetic_shadow_only,false,true,engineering-guided-capture-shadow-v0.1.1,Synthetic fixture; cannot enter gold set or empirical metrics.
sample-id-mapping:synthetic-004,OPS-SYN-004,sample:synthetic:004,textile-sample:synthetic:004,synthetic_fixture,synthetic_shadow_only,false,true,engineering-guided-capture-shadow-v0.1.1,Synthetic fixture; cannot enter gold set or empirical metrics.
sample-id-mapping:synthetic-005,OPS-SYN-005,sample:synthetic:005,textile-sample:synthetic:005,synthetic_fixture,synthetic_shadow_only,false,true,engineering-guided-capture-shadow-v0.1.1,Synthetic fixture; cannot enter gold set or empirical metrics.
